Country Code,Country Name,Year,Trade (% of GDP)
ABW,Aruba,2002,133.2004556
ABW,Aruba,2003,132.7958459
ABW,Aruba,2004,132.4331021
ABW,Aruba,2005,145.0757576
ABW,Aruba,2006,141.0540602
ABW,Aruba,2007,139.9540997
ABW,Aruba,2008,139.1235999
ABW,Aruba,2009,137.5628965
ABW,Aruba,2010,135.4735883
AFE,Africa Eastern and Southern,2002,60.02948835
AFE,Africa Eastern and Southern,2003,57.38895938
AFE,Africa Eastern and Southern,2004,58.27232656
AFE,Africa Eastern and Southern,2005,60.65337143
AFE,Africa Eastern and Southern,2006,61.04885409
AFE,Africa Eastern and Southern,2007,66.97218258
AFE,Africa Eastern and Southern,2008,74.62037695
AFE,Africa Eastern and Southern,2009,64.74417857
AFE,Africa Eastern and Southern,2010,64.49842099
AFW,Africa Western and Central,2002,50.36578797
AFW,Africa Western and Central,2003,55.56918923
AFW,Africa Western and Central,2004,44.71265548
AFW,Africa Western and Central,2005,47.03370013
AFW,Africa Western and Central,2006,51.31529312
AFW,Africa Western and Central,2007,49.95264542
AFW,Africa Western and Central,2008,51.21121342
AFW,Africa Western and Central,2009,47.32854742
AFW,Africa Western and Central,2010,53.47543355
AGO,Angola,2002,105.3017426
AGO,Angola,2003,103.9012296
AGO,Angola,2004,103.5799471
AGO,Angola,2005,106.5909621
AGO,Angola,2006,94.62515933
AGO,Angola,2007,108.0600679
AGO,Angola,2008,121.3647085
AGO,Angola,2009,122.4461441
AGO,Angola,2010,104.1236353
ALB,Albania,2002,68.52506822
ALB,Albania,2003,67.02056104
ALB,Albania,2004,67.04718731
ALB,Albania,2005,70.87234678
ALB,Albania,2006,74.26709024
ALB,Albania,2007,83.20208011
ALB,Albania,2008,77.4517515
ALB,Albania,2009,75.0949144
ALB,Albania,2010,76.54339024
ARB,Arab World,2002,74.43077814
ARB,Arab World,2003,81.15103221
ARB,Arab World,2004,85.57539152
ARB,Arab World,2005,89.71045097
ARB,Arab World,2006,89.99190139
ARB,Arab World,2007,94.1002423
ARB,Arab World,2008,98.07917096
ARB,Arab World,2009,90.39130105
ARB,Arab World,2010,87.6105169
ARE,United Arab Emirates,2002,93.07165881
ARE,United Arab Emirates,2003,102.3001695
ARE,United Arab Emirates,2004,116.6226125
ARE,United Arab Emirates,2005,119.5528716
ARE,United Arab Emirates,2006,119.4706696
ARE,United Arab Emirates,2007,136.7981529
ARE,United Arab Emirates,2008,148.513544
ARE,United Arab Emirates,2009,153.4619444
ARE,United Arab Emirates,2010,143.8774751
ARG,Argentina,2002,41.75272436
ARG,Argentina,2003,40.64474803
ARG,Argentina,2004,40.69264611
ARG,Argentina,2005,40.55127097
ARG,Argentina,2006,40.43347987
ARG,Argentina,2007,40.94517062
ARG,Argentina,2008,40.40267338
ARG,Argentina,2009,34.05712691
ARG,Argentina,2010,34.97101326
ARM,Armenia,2002,73.98450184
ARM,Armenia,2003,80.0513676
ARM,Armenia,2004,73.07063399
ARM,Armenia,2005,70.13973858
ARM,Armenia,2006,61.03013798
ARM,Armenia,2007,56.97504709
ARM,Armenia,2008,54.54232796
ARM,Armenia,2009,57.27423574
ARM,Armenia,2010,64.64297597
ASM,American Samoa,2002,210.9375
ASM,American Samoa,2003,207.4427481
ASM,American Samoa,2004,202.3575639
ASM,American Samoa,2005,223.2
ASM,American Samoa,2006,229.8174442
ASM,American Samoa,2007,218.1467181
ASM,American Samoa,2008,249.8214286
ASM,American Samoa,2009,161.3333333
ASM,American Samoa,2010,157.9406632
ATG,Antigua and Barbuda,2002,163.9053497
ATG,Antigua and Barbuda,2003,171.6754531
ATG,Antigua and Barbuda,2004,181.1562979
ATG,Antigua and Barbuda,2005,175.7494569
ATG,Antigua and Barbuda,2006,170.2664052
ATG,Antigua and Barbuda,2007,165.3147879
ATG,Antigua and Barbuda,2008,165.8092718
ATG,Antigua and Barbuda,2009,151.0874449
ATG,Antigua and Barbuda,2010,152.8458902
AUS,Australia,2002,41.49665356
AUS,Australia,2003,40.23152359
AUS,Australia,2004,37.03936205
AUS,Australia,2005,39.19687558
AUS,Australia,2006,41.60727378
AUS,Australia,2007,42.05977293
AUS,Australia,2008,42.88502151
AUS,Australia,2009,45.77553734
AUS,Australia,2010,40.55637683
AUT,Austria,2002,86.948168
AUT,Austria,2003,86.38738242
AUT,Austria,2004,90.79234569
AUT,Austria,2005,94.03380568
AUT,Austria,2006,98.08831121
AUT,Austria,2007,100.7332541
AUT,Austria,2008,102.0736827
AUT,Austria,2009,87.06223097
AUT,Austria,2010,99.01979624
AZE,Azerbaijan,2002,92.81814433
AZE,Azerbaijan,2003,107.5519485
AZE,Azerbaijan,2004,121.5071159
AZE,Azerbaijan,2005,115.8418846
AZE,Azerbaijan,2006,105.2623998
AZE,Azerbaijan,2007,96.64180815
AZE,Azerbaijan,2008,89.24289686
AZE,Azerbaijan,2009,74.74404168
AZE,Azerbaijan,2010,74.98598846
BDI,Burundi,2002,21.67382941
BDI,Burundi,2003,27.37631208
BDI,Burundi,2004,31.57611818
BDI,Burundi,2005,35.1
BDI,Burundi,2006,42.4
BDI,Burundi,2007,38.79999877
BDI,Burundi,2008,47.19999958
BDI,Burundi,2009,35.80000356
BDI,Burundi,2010,39.5000054
BEL,Belgium,2002,136.0851495
BEL,Belgium,2003,132.7155528
BEL,Belgium,2004,136.9184053
BEL,Belgium,2005,144.5290507
BEL,Belgium,2006,149.5675093
BEL,Belgium,2007,152.4684469
BEL,Belgium,2008,161.0884478
BEL,Belgium,2009,135.4060405
BEL,Belgium,2010,149.9976731
BEN,Benin,2002,43.76842254
BEN,Benin,2003,41.61623056
BEN,Benin,2004,39.90297434
BEN,Benin,2005,39.09593119
BEN,Benin,2006,39.77469871
BEN,Benin,2007,49.11378415
BEN,Benin,2008,47.77535927
BEN,Benin,2009,44.70262906
BEN,Benin,2010,51.43085995
